ablation,sample_size,replicate,seed,full_tv_error,ablated_tv_error,full_better,invalid_category,full_invalid_mass,ablated_invalid_mass,full_invalid_top1,ablated_invalid_top1
A4_remove_hierarchical_pooling,3,139,31868,0.063304843305,0.35,True,,,,,
A2_remove_industry_prior,3,140,31869,0.055128205128,0.075641025641,True,,,,,
A4_remove_hierarchical_pooling,3,140,31869,0.055128205128,0.45,True,,,,,
A2_remove_industry_prior,3,141,31870,0.155897435897,0.258461538462,True,,,,,
A4_remove_hierarchical_pooling,3,141,31870,0.155897435897,0.386666666667,True,,,,,
A2_remove_industry_prior,3,142,31871,0.074871794872,0.104615384615,True,,,,,
A4_remove_hierarchical_pooling,3,142,31871,0.074871794872,0.45,True,,,,,
A2_remove_industry_prior,3,143,31872,0.038262108262,0.155897435897,True,,,,,
A4_remove_hierarchical_pooling,3,143,31872,0.038262108262,0.45,True,,,,,
A2_remove_industry_prior,3,144,31873,0.097065527066,0.205555555556,True,,,,,
A4_remove_hierarchical_pooling,3,144,31873,0.097065527066,0.27,True,,,,,
A2_remove_industry_prior,3,145,31874,0.04886039886,0.186752136752,True,,,,,
A4_remove_hierarchical_pooling,3,145,31874,0.04886039886,0.28,True,,,,,
A2_remove_industry_prior,3,146,31875,0.210056980057,0.357692307692,True,,,,,
A4_remove_hierarchical_pooling,3,146,31875,0.210056980057,0.9,True,,,,,
A2_remove_industry_prior,3,147,31876,0.128404558405,0.29264957265,True,,,,,
A4_remove_hierarchical_pooling,3,147,31876,0.128404558405,0.486666666667,True,,,,,
A2_remove_industry_prior,3,148,31877,0.140227920228,0.241367521368,True,,,,,
A4_remove_hierarchical_pooling,3,148,31877,0.140227920228,0.386666666667,True,,,,,
A2_remove_industry_prior,3,149,31878,0.065954415954,0.249914529915,True,,,,,
A4_remove_hierarchical_pooling,3,149,31878,0.065954415954,0.27,True,,,,,
A2_remove_industry_prior,3,150,31879,0.15264957265,0.289316239316,True,,,,,
A4_remove_hierarchical_pooling,3,150,31879,0.15264957265,0.496666666667,True,,,,,
A2_remove_industry_prior,3,151,31880,0.174444444444,0.246581196581,True,,,,,
A4_remove_hierarchical_pooling,3,151,31880,0.174444444444,0.396666666667,True,,,,,
A2_remove_industry_prior,3,152,31881,0.074928774929,0.198632478632,True,,,,,
A4_remove_hierarchical_pooling,3,152,31881,0.074928774929,0.35,True,,,,,
A2_remove_industry_prior,3,153,31882,0.052051282051,0.155897435897,True,,,,,
A4_remove_hierarchical_pooling,3,153,31882,0.052051282051,0.45,True,,,,,
A2_remove_industry_prior,3,154,31883,0.087521367521,0.155897435897,True,,,,,
A4_remove_hierarchical_pooling,3,154,31883,0.087521367521,0.35,True,,,,,
A2_remove_industry_prior,3,155,31884,0.023361823362,0.113162393162,True,,,,,
A4_remove_hierarchical_pooling,3,155,31884,0.023361823362,0.45,True,,,,,
A2_remove_industry_prior,3,156,31885,0.114757834758,0.032478632479,False,,,,,
A4_remove_hierarchical_pooling,3,156,31885,0.114757834758,0.45,True,,,,,
A2_remove_industry_prior,3,157,31886,0.117464387464,0.101282051282,False,,,,,
A4_remove_hierarchical_pooling,3,157,31886,0.117464387464,0.28,True,,,,,
A2_remove_industry_prior,3,158,31887,0.147150997151,0.126923076923,False,,,,,
A4_remove_hierarchical_pooling,3,158,31887,0.147150997151,0.28,True,,,,,
A2_remove_industry_prior,3,159,31888,0.101794871795,0.229487179487,True,,,,,
A4_remove_hierarchical_pooling,3,159,31888,0.101794871795,0.35,True,,,,,
A2_remove_industry_prior,3,160,31889,0.105185185185,0.241367521368,True,,,,,
A4_remove_hierarchical_pooling,3,160,31889,0.105185185185,0.27,True,,,,,
A2_remove_industry_prior,3,161,31890,0.104615384615,0.212393162393,True,,,,,
A4_remove_hierarchical_pooling,3,161,31890,0.104615384615,0.27,True,,,,,
A2_remove_industry_prior,3,162,31891,0.023789173789,0.155897435897,True,,,,,
A4_remove_hierarchical_pooling,3,162,31891,0.023789173789,0.45,True,,,,,
A2_remove_industry_prior,3,163,31892,0.196809116809,0.186752136752,False,,,,,
A4_remove_hierarchical_pooling,3,163,31892,0.196809116809,0.496666666667,True,,,,,
A2_remove_industry_prior,3,164,31893,0.063447293447,0.104615384615,True,,,,,
A4_remove_hierarchical_pooling,3,164,31893,0.063447293447,0.45,True,,,,,
A2_remove_industry_prior,3,165,31894,0.049202279202,0.181538461538,True,,,,,
A4_remove_hierarchical_pooling,3,165,31894,0.049202279202,0.45,True,,,,,
A2_remove_industry_prior,3,166,31895,0.100142450142,0.229487179487,True,,,,,
A4_remove_hierarchical_pooling,3,166,31895,0.100142450142,0.496666666667,True,,,,,
A2_remove_industry_prior,3,167,31896,0.195584045584,0.238034188034,True,,,,,
A4_remove_hierarchical_pooling,3,167,31896,0.195584045584,0.496666666667,True,,,,,
A2_remove_industry_prior,3,168,31897,0.060455840456,0.224273504274,True,,,,,
A4_remove_hierarchical_pooling,3,168,31897,0.060455840456,0.35,True,,,,,
A2_remove_industry_prior,3,169,31898,0.098717948718,0.232820512821,True,,,,,
A4_remove_hierarchical_pooling,3,169,31898,0.098717948718,0.27,True,,,,,
A2_remove_industry_prior,3,170,31899,0.144729344729,0.224273504274,True,,,,,
A4_remove_hierarchical_pooling,3,170,31899,0.144729344729,0.386666666667,True,,,,,
A2_remove_industry_prior,3,171,31900,0.078547008547,0.178205128205,True,,,,,
A4_remove_hierarchical_pooling,3,171,31900,0.078547008547,0.27,True,,,,,
A2_remove_industry_prior,3,172,31901,0.121737891738,0.238034188034,True,,,,,
A4_remove_hierarchical_pooling,3,172,31901,0.121737891738,0.396666666667,True,,,,,
A2_remove_industry_prior,3,173,31902,0.111310541311,0.198632478632,True,,,,,
A4_remove_hierarchical_pooling,3,173,31902,0.111310541311,0.27,True,,,,,
A2_remove_industry_prior,3,174,31903,0.040883190883,0.138803418803,True,,,,,
A4_remove_hierarchical_pooling,3,174,31903,0.040883190883,0.45,True,,,,,
A2_remove_industry_prior,3,175,31904,0.188888888889,0.30641025641,True,,,,,
A4_remove_hierarchical_pooling,3,175,31904,0.188888888889,0.55,True,,,,,
A2_remove_industry_prior,3,176,31905,0.164472934473,0.263675213675,True,,,,,
A4_remove_hierarchical_pooling,3,176,31905,0.164472934473,0.396666666667,True,,,,,
A2_remove_industry_prior,3,177,31906,0.208632478632,0.255128205128,True,,,,,
A4_remove_hierarchical_pooling,3,177,31906,0.208632478632,0.396666666667,True,,,,,
A2_remove_industry_prior,3,178,31907,0.132905982906,0.178205128205,True,,,,,
A4_remove_hierarchical_pooling,3,178,31907,0.132905982906,0.28,True,,,,,
A2_remove_industry_prior,3,179,31908,0.116011396011,0.249914529915,True,,,,,
A4_remove_hierarchical_pooling,3,179,31908,0.116011396011,0.386666666667,True,,,,,
A2_remove_industry_prior,3,180,31909,0.12905982906,0.332051282051,True,,,,,
A4_remove_hierarchical_pooling,3,180,31909,0.12905982906,0.55,True,,,,,
A2_remove_industry_prior,3,181,31910,0.092022792023,0.208888888889,True,,,,,
A4_remove_hierarchical_pooling,3,181,31910,0.092022792023,0.27,True,,,,,
A2_remove_industry_prior,3,182,31911,0.038660968661,0.137179487179,True,,,,,
A4_remove_hierarchical_pooling,3,182,31911,0.038660968661,0.27,True,,,,,
A2_remove_industry_prior,3,183,31912,0.090541310541,0.137179487179,True,,,,,
A4_remove_hierarchical_pooling,3,183,31912,0.090541310541,0.28,True,,,,,
A2_remove_industry_prior,3,184,31913,0.172792022792,0.238034188034,True,,,,,
A4_remove_hierarchical_pooling,3,184,31913,0.172792022792,0.316666666667,True,,,,,
A2_remove_industry_prior,3,185,31914,0.13433048433,0.232820512821,True,,,,,
A4_remove_hierarchical_pooling,3,185,31914,0.13433048433,0.486666666667,True,,,,,
A2_remove_industry_prior,3,186,31915,0.062022792023,0.195299145299,True,,,,,
A4_remove_hierarchical_pooling,3,186,31915,0.062022792023,0.27,True,,,,,
A2_remove_industry_prior,3,187,31916,0.077492877493,0.044786324786,False,,,,,
A4_remove_hierarchical_pooling,3,187,31916,0.077492877493,0.45,True,,,,,
A2_remove_industry_prior,3,188,31917,0.088746438746,0.186752136752,True,,,,,
A4_remove_hierarchical_pooling,3,188,31917,0.088746438746,0.28,True,,,,,
A2_remove_industry_prior,3,189,31918,0.288404558405,0.340598290598,True,,,,,
A4_remove_hierarchical_pooling,3,189,31918,0.288404558405,0.73,True,,,,,
A2_remove_industry_prior,3,190,31919,0.079002849003,0.280769230769,True,,,,,
A4_remove_hierarchical_pooling,3,190,31919,0.079002849003,0.396666666667,True,,,,,
A2_remove_industry_prior,3,191,31920,0.144102564103,0.238034188034,True,,,,,
A4_remove_hierarchical_pooling,3,191,31920,0.144102564103,0.496666666667,True,,,,,
A2_remove_industry_prior,3,192,31921,0.061908831909,0.055042735043,False,,,,,
A4_remove_hierarchical_pooling,3,192,31921,0.061908831909,0.45,True,,,,,
A2_remove_industry_prior,3,193,31922,0.133105413105,0.352478632479,True,,,,,
A4_remove_hierarchical_pooling,3,193,31922,0.133105413105,0.386666666667,True,,,,,
A2_remove_industry_prior,3,194,31923,0.030911680912,0.215726495726,True,,,,,
A4_remove_hierarchical_pooling,3,194,31923,0.030911680912,0.35,True,,,,,
A2_remove_industry_prior,3,195,31924,0.065299145299,0.198632478632,True,,,,,
A4_remove_hierarchical_pooling,3,195,31924,0.065299145299,0.35,True,,,,,
A2_remove_industry_prior,3,196,31925,0.147578347578,0.289316239316,True,,,,,
A4_remove_hierarchical_pooling,3,196,31925,0.147578347578,0.396666666667,True,,,,,
A2_remove_industry_prior,3,197,31926,0.144102564103,0.297863247863,True,,,,,
A4_remove_hierarchical_pooling,3,197,31926,0.144102564103,0.496666666667,True,,,,,
A2_remove_industry_prior,3,198,31927,0.101339031339,0.224273504274,True,,,,,
A4_remove_hierarchical_pooling,3,198,31927,0.101339031339,0.27,True,,,,,
A2_remove_industry_prior,3,199,31928,0.147578347578,0.231196581197,True,,,,,
A4_remove_hierarchical_pooling,3,199,31928,0.147578347578,0.316666666667,True,,,,,
A2_remove_industry_prior,5,0,51729,0.095308641975,0.171851851852,True,,,,,
A4_remove_hierarchical_pooling,5,0,51729,0.095308641975,0.17,True,,,,,
A2_remove_industry_prior,5,1,51730,0.114567901235,0.183333333333,True,,,,,
A4_remove_hierarchical_pooling,5,1,51730,0.114567901235,0.28,True,,,,,
A2_remove_industry_prior,5,2,51731,0.218518518519,0.361111111111,True,,,,,
A4_remove_hierarchical_pooling,5,2,51731,0.218518518519,0.55,True,,,,,
A2_remove_industry_prior,5,3,51732,0.087407407407,0.161111111111,True,,,,,
A4_remove_hierarchical_pooling,5,3,51732,0.087407407407,0.28,True,,,,,
A2_remove_industry_prior,5,4,51733,0.143580246914,0.264814814815,True,,,,,
A4_remove_hierarchical_pooling,5,4,51733,0.143580246914,0.33,True,,,,,
A2_remove_industry_prior,5,5,51734,0.12962962963,0.238518518519,True,,,,,
A4_remove_hierarchical_pooling,5,5,51734,0.12962962963,0.27,True,,,,,
A2_remove_industry_prior,5,6,51735,0.066913580247,0.134814814815,True,,,,,
A4_remove_hierarchical_pooling,5,6,51735,0.066913580247,0.27,True,,,,,
A2_remove_industry_prior,5,7,51736,0.026543209877,0.105185185185,True,,,,,
A4_remove_hierarchical_pooling,5,7,51736,0.026543209877,0.27,True,,,,,
A2_remove_industry_prior,5,8,51737,0.083333333333,0.183333333333,True,,,,,
A4_remove_hierarchical_pooling,5,8,51737,0.083333333333,0.28,True,,,,,
A2_remove_industry_prior,5,9,51738,0.148518518519,0.25,True,,,,,
A4_remove_hierarchical_pooling,5,9,51738,0.148518518519,0.33,True,,,,,
A2_remove_industry_prior,5,10,51739,0.094691358025,0.231111111111,True,,,,,
A4_remove_hierarchical_pooling,5,10,51739,0.094691358025,0.27,True,,,,,
A2_remove_industry_prior,5,11,51740,0.037283950617,0.157037037037,True,,,,,
A4_remove_hierarchical_pooling,5,11,51740,0.037283950617,0.17,True,,,,,
A2_remove_industry_prior,5,12,51741,0.126543209877,0.053333333333,False,,,,,
A4_remove_hierarchical_pooling,5,12,51741,0.126543209877,0.45,True,,,,,
A2_remove_industry_prior,5,13,51742,0.125925925926,0.205555555556,True,,,,,
A4_remove_hierarchical_pooling,5,13,51742,0.125925925926,0.33,True,,,,,
A2_remove_industry_prior,5,14,51743,0.127407407407,0.297777777778,True,,,,,
A4_remove_hierarchical_pooling,5,14,51743,0.127407407407,0.32,True,,,,,
A2_remove_industry_prior,5,15,51744,0.116913580247,0.168518518519,True,,,,,
A4_remove_hierarchical_pooling,5,15,51744,0.116913580247,0.25,True,,,,,
A2_remove_industry_prior,5,16,51745,0.179012345679,0.238518518519,True,,,,,
A4_remove_hierarchical_pooling,5,16,51745,0.179012345679,0.32,True,,,,,
A2_remove_industry_prior,5,17,51746,0.125555555556,0.238518518519,True,,,,,
A4_remove_hierarchical_pooling,5,17,51746,0.125555555556,0.27,True,,,,,
A2_remove_industry_prior,5,18,51747,0.186172839506,0.235185185185,True,,,,,
A4_remove_hierarchical_pooling,5,18,51747,0.186172839506,0.43,True,,,,,
A2_remove_industry_prior,5,19,51748,0.221975308642,0.257407407407,True,,,,,
A4_remove_hierarchical_pooling,5,19,51748,0.221975308642,0.43,True,,,,,
A2_remove_industry_prior,5,20,51749,0.068271604938,0.238518518519,True,,,,,
A4_remove_hierarchical_pooling,5,20,51749,0.068271604938,0.35,True,,,,,
A2_remove_industry_prior,5,21,51750,0.163333333333,0.301851851852,True,,,,,
A4_remove_hierarchical_pooling,5,21,51750,0.163333333333,0.35,True,,,,,
A2_remove_industry_prior,5,22,51751,0.071851851852,0.231111111111,True,,,,,
A4_remove_hierarchical_pooling,5,22,51751,0.071851851852,0.17,True,,,,,
A2_remove_industry_prior,5,23,51752,0.103086419753,0.25,True,,,,,
A4_remove_hierarchical_pooling,5,23,51752,0.103086419753,0.25,True,,,,,
A2_remove_industry_prior,5,24,51753,0.044814814815,0.109259259259,True,,,,,
A4_remove_hierarchical_pooling,5,24,51753,0.044814814815,0.28,True,,,,,
A2_remove_industry_prior,5,25,51754,0.092592592593,0.272222222222,True,,,,,
A4_remove_hierarchical_pooling,5,25,51754,0.092592592593,0.15,True,,,,,
A2_remove_industry_prior,5,26,51755,0.17962962963,0.190740740741,True,,,,,
A4_remove_hierarchical_pooling,5,26,51755,0.17962962963,0.25,True,,,,,
A2_remove_industry_prior,5,27,51756,0.031851851852,0.075555555556,True,,,,,
A4_remove_hierarchical_pooling,5,27,51756,0.031851851852,0.45,True,,,,,
A2_remove_industry_prior,5,28,51757,0.088641975309,0.198148148148,True,,,,,
A4_remove_hierarchical_pooling,5,28,51757,0.088641975309,0.28,True,,,,,
A2_remove_industry_prior,5,29,51758,0.090740740741,0.25,True,,,,,
A4_remove_hierarchical_pooling,5,29,51758,0.090740740741,0.25,True,,,,,
A2_remove_industry_prior,5,30,51759,0.183333333333,0.183333333333,False,,,,,
A4_remove_hierarchical_pooling,5,30,51759,0.183333333333,0.25,True,,,,,
A2_remove_industry_prior,5,31,51760,0.171975308642,0.223703703704,True,,,,,
A4_remove_hierarchical_pooling,5,31,51760,0.171975308642,0.5,True,,,,,
A2_remove_industry_prior,5,32,51761,0.116049382716,0.127407407407,True,,,,,
A4_remove_hierarchical_pooling,5,32,51761,0.116049382716,0.45,True,,,,,
A2_remove_industry_prior,5,33,51762,0.156172839506,0.161111111111,True,,,,,
A4_remove_hierarchical_pooling,5,33,51762,0.156172839506,0.35,True,,,,,
A2_remove_industry_prior,5,34,51763,0.113950617284,0.257407407407,True,,,,,
A4_remove_hierarchical_pooling,5,34,51763,0.113950617284,0.33,True,,,,,
A2_remove_industry_prior,5,35,51764,0.136419753086,0.157037037037,True,,,,,
A4_remove_hierarchical_pooling,5,35,51764,0.136419753086,0.35,True,,,,,
A2_remove_industry_prior,5,36,51765,0.017037037037,0.109259259259,True,,,,,
A4_remove_hierarchical_pooling,5,36,51765,0.017037037037,0.1,True,,,,,
A2_remove_industry_prior,5,37,51766,0.152098765432,0.245925925926,True,,,,,
A4_remove_hierarchical_pooling,5,37,51766,0.152098765432,0.32,True,,,,,
A2_remove_industry_prior,5,38,51767,0.082098765432,0.09037037037,True,,,,,
A4_remove_hierarchical_pooling,5,38,51767,0.082098765432,0.35,True,,,,,
A2_remove_industry_prior,5,39,51768,0.095061728395,0.085555555556,False,,,,,
A4_remove_hierarchical_pooling,5,39,51768,0.095061728395,0.28,True,,,,,
A2_remove_industry_prior,5,40,51769,0.128024691358,0.068148148148,False,,,,,
A4_remove_hierarchical_pooling,5,40,51769,0.128024691358,0.27,True,,,,,
A2_remove_industry_prior,5,41,51770,0.062716049383,0.09037037037,True,,,,,
A4_remove_hierarchical_pooling,5,41,51770,0.062716049383,0.28,True,,,,,
A2_remove_industry_prior,5,42,51771,0.146543209877,0.179259259259,True,,,,,
A4_remove_hierarchical_pooling,5,42,51771,0.146543209877,0.27,True,,,,,
A2_remove_industry_prior,5,43,51772,0.062345679012,0.190740740741,True,,,,,
A4_remove_hierarchical_pooling,5,43,51772,0.062345679012,0.1,True,,,,,
A2_remove_industry_prior,5,44,51773,0.13,0.198148148148,True,,,,,
A4_remove_hierarchical_pooling,5,44,51773,0.13,0.33,True,,,,,
A2_remove_industry_prior,5,45,51774,0.057777777778,0.07962962963,True,,,,,
A4_remove_hierarchical_pooling,5,45,51774,0.057777777778,0.28,True,,,,,
A2_remove_industry_prior,5,46,51775,0.076790123457,0.198148148148,True,,,,,
A4_remove_hierarchical_pooling,5,46,51775,0.076790123457,0.17,True,,,,,
A2_remove_industry_prior,5,47,51776,0.062592592593,0.112592592593,True,,,,,
A4_remove_hierarchical_pooling,5,47,51776,0.062592592593,0.27,True,,,,,
A2_remove_industry_prior,5,48,51777,0.063333333333,0.094444444444,True,,,,,
A4_remove_hierarchical_pooling,5,48,51777,0.063333333333,0.18,True,,,,,
A2_remove_industry_prior,5,49,51778,0.10987654321,0.242592592593,True,,,,,
A4_remove_hierarchical_pooling,5,49,51778,0.10987654321,0.15,True,,,,,
A2_remove_industry_prior,5,50,51779,0.037037037037,0.127407407407,True,,,,,
A4_remove_hierarchical_pooling,5,50,51779,0.037037037037,0.27,True,,,,,
A2_remove_industry_prior,5,51,51780,0.112345679012,0.068148148148,False,,,,,
A4_remove_hierarchical_pooling,5,51,51780,0.112345679012,0.28,True,,,,,
A2_remove_industry_prior,5,52,51781,0.086049382716,0.068148148148,False,,,,,
A4_remove_hierarchical_pooling,5,52,51781,0.086049382716,0.45,True,,,,,
A2_remove_industry_prior,5,53,51782,0.153333333333,0.331481481481,True,,,,,
A4_remove_hierarchical_pooling,5,53,51782,0.153333333333,0.32,True,,,,,
A2_remove_industry_prior,5,54,51783,0.132716049383,0.212962962963,True,,,,,
A4_remove_hierarchical_pooling,5,54,51783,0.132716049383,0.25,True,,,,,
A2_remove_industry_prior,5,55,51784,0.090740740741,0.14962962963,True,,,,,
A4_remove_hierarchical_pooling,5,55,51784,0.090740740741,0.35,True,,,,,
A2_remove_industry_prior,5,56,51785,0.074691358025,0.171851851852,True,,,,,
A4_remove_hierarchical_pooling,5,56,51785,0.074691358025,0.1,True,,,,,
A2_remove_industry_prior,5,57,51786,0.067283950617,0.153703703704,True,,,,,
A4_remove_hierarchical_pooling,5,57,51786,0.067283950617,0.1,True,,,,,
A2_remove_industry_prior,5,58,51787,0.226543209877,0.309259259259,True,,,,,
A4_remove_hierarchical_pooling,5,58,51787,0.226543209877,0.45,True,,,,,
A2_remove_industry_prior,5,59,51788,0.147530864198,0.235185185185,True,,,,,
A4_remove_hierarchical_pooling,5,59,51788,0.147530864198,0.25,True,,,,,
A2_remove_industry_prior,5,60,51789,0.218518518519,0.294444444444,True,,,,,
A4_remove_hierarchical_pooling,5,60,51789,0.218518518519,0.45,True,,,,,
A2_remove_industry_prior,5,61,51790,0.042962962963,0.198148148148,True,,,,,
A4_remove_hierarchical_pooling,5,61,51790,0.042962962963,0.1,True,,,,,
A2_remove_industry_prior,5,62,51791,0.177160493827,0.253333333333,True,,,,,
A4_remove_hierarchical_pooling,5,62,51791,0.177160493827,0.5,True,,,,,
A2_remove_industry_prior,5,63,51792,0.101851851852,0.161111111111,True,,,,,
A4_remove_hierarchical_pooling,5,63,51792,0.101851851852,0.1,False,,,,,
A2_remove_industry_prior,5,64,51793,0.049382716049,0.212962962963,True,,,,,
A4_remove_hierarchical_pooling,5,64,51793,0.049382716049,0.25,True,,,,,
A2_remove_industry_prior,5,65,51794,0.144444444444,0.282962962963,True,,,,,
A4_remove_hierarchical_pooling,5,65,51794,0.144444444444,0.32,True,,,,,
A2_remove_industry_prior,5,66,51795,0.08975308642,0.223703703704,True,,,,,
A4_remove_hierarchical_pooling,5,66,51795,0.08975308642,0.27,True,,,,,
A2_remove_industry_prior,5,67,51796,0.083703703704,0.087037037037,True,,,,,
A4_remove_hierarchical_pooling,5,67,51796,0.083703703704,0.28,True,,,,,
A2_remove_industry_prior,5,68,51797,0.10987654321,0.242592592593,True,,,,,
A4_remove_hierarchical_pooling,5,68,51797,0.10987654321,0.25,True,,,,,
A2_remove_industry_prior,5,69,51798,0.168148148148,0.309259259259,True,,,,,
A4_remove_hierarchical_pooling,5,69,51798,0.168148148148,0.45,True,,,,,
A2_remove_industry_prior,5,70,51799,0.046049382716,0.253333333333,True,,,,,
A4_remove_hierarchical_pooling,5,70,51799,0.046049382716,0.17,True,,,,,
A2_remove_industry_prior,5,71,51800,0.091604938272,0.14962962963,True,,,,,
A4_remove_hierarchical_pooling,5,71,51800,0.091604938272,0.17,True,,,,,
A2_remove_industry_prior,5,72,51801,0.111728395062,0.208888888889,True,,,,,
A4_remove_hierarchical_pooling,5,72,51801,0.111728395062,0.1,False,,,,,
A2_remove_industry_prior,5,73,51802,0.072222222222,0.157037037037,True,,,,,
A4_remove_hierarchical_pooling,5,73,51802,0.072222222222,0.35,True,,,,,
A2_remove_industry_prior,5,74,51803,0.063950617284,0.146296296296,True,,,,,
A4_remove_hierarchical_pooling,5,74,51803,0.063950617284,0.28,True,,,,,
A2_remove_industry_prior,5,75,51804,0.206172839506,0.22037037037,True,,,,,
A4_remove_hierarchical_pooling,5,75,51804,0.206172839506,0.25,True,,,,,
A2_remove_industry_prior,5,76,51805,0.107160493827,0.072222222222,False,,,,,
A4_remove_hierarchical_pooling,5,76,51805,0.107160493827,0.28,True,,,,,
A2_remove_industry_prior,5,77,51806,0.081234567901,0.168518518519,True,,,,,
A4_remove_hierarchical_pooling,5,77,51806,0.081234567901,0.28,True,,,,,
A2_remove_industry_prior,5,78,51807,0.096913580247,0.201481481481,True,,,,,
A4_remove_hierarchical_pooling,5,78,51807,0.096913580247,0.1,True,,,,,
A2_remove_industry_prior,5,79,51808,0.074074074074,0.161111111111,True,,,,,
A4_remove_hierarchical_pooling,5,79,51808,0.074074074074,0.18,True,,,,,
A2_remove_industry_prior,5,80,51809,0.141358024691,0.242592592593,True,,,,,
A4_remove_hierarchical_pooling,5,80,51809,0.141358024691,0.35,True,,,,,
A2_remove_industry_prior,5,81,51810,0.141358024691,0.238518518519,True,,,,,
A4_remove_hierarchical_pooling,5,81,51810,0.141358024691,0.25,True,,,,,
A2_remove_industry_prior,5,82,51811,0.170987654321,0.242592592593,True,,,,,
A4_remove_hierarchical_pooling,5,82,51811,0.170987654321,0.25,True,,,,,
A2_remove_industry_prior,5,83,51812,0.08049382716,0.216296296296,True,,,,,
A4_remove_hierarchical_pooling,5,83,51812,0.08049382716,0.17,True,,,,,
A2_remove_industry_prior,5,84,51813,0.095679012346,0.138888888889,True,,,,,
A4_remove_hierarchical_pooling,5,84,51813,0.095679012346,0.1,True,,,,,
A2_remove_industry_prior,5,85,51814,0.11049382716,0.212962962963,True,,,,,
A4_remove_hierarchical_pooling,5,85,51814,0.11049382716,0.25,True,,,,,
A2_remove_industry_prior,5,86,51815,0.18950617284,0.22037037037,True,,,,,
A4_remove_hierarchical_pooling,5,86,51815,0.18950617284,0.25,True,,,,,
A2_remove_industry_prior,5,87,51816,0.045432098765,0.146296296296,True,,,,,
A4_remove_hierarchical_pooling,5,87,51816,0.045432098765,0.1,True,,,,,
A2_remove_industry_prior,5,88,51817,0.131728395062,0.105185185185,False,,,,,
A4_remove_hierarchical_pooling,5,88,51817,0.131728395062,0.45,True,,,,,
A2_remove_industry_prior,5,89,51818,0.129259259259,0.097777777778,False,,,,,
A4_remove_hierarchical_pooling,5,89,51818,0.129259259259,0.27,True,,,,,
A2_remove_industry_prior,5,90,51819,0.182098765432,0.287037037037,True,,,,,
A4_remove_hierarchical_pooling,5,90,51819,0.182098765432,0.45,True,,,,,
A2_remove_industry_prior,5,91,51820,0.115432098765,0.245925925926,True,,,,,
A4_remove_hierarchical_pooling,5,91,51820,0.115432098765,0.25,True,,,,,
A2_remove_industry_prior,5,92,51821,0.100617283951,0.153703703704,True,,,,,
A4_remove_hierarchical_pooling,5,92,51821,0.100617283951,0.1,False,,,,,
A2_remove_industry_prior,5,93,51822,0.073086419753,0.171851851852,True,,,,,
A4_remove_hierarchical_pooling,5,93,51822,0.073086419753,0.35,True,,,,,
A2_remove_industry_prior,5,94,51823,0.073456790123,0.14962962963,True,,,,,
A4_remove_hierarchical_pooling,5,94,51823,0.073456790123,0.1,True,,,,,
A2_remove_industry_prior,5,95,51824,0.196296296296,0.294444444444,True,,,,,
A4_remove_hierarchical_pooling,5,95,51824,0.196296296296,0.45,True,,,,,
A2_remove_industry_prior,5,96,51825,0.044197530864,0.109259259259,True,,,,,
A4_remove_hierarchical_pooling,5,96,51825,0.044197530864,0.28,True,,,,,
A2_remove_industry_prior,5,97,51826,0.144444444444,0.25,True,,,,,
A4_remove_hierarchical_pooling,5,97,51826,0.144444444444,0.33,True,,,,,
A2_remove_industry_prior,5,98,51827,0.128641975309,0.171851851852,True,,,,,
A4_remove_hierarchical_pooling,5,98,51827,0.128641975309,0.35,True,,,,,
A2_remove_industry_prior,5,99,51828,0.204938271605,0.212962962963,True,,,,,
A4_remove_hierarchical_pooling,5,99,51828,0.204938271605,0.15,False,,,,,
A2_remove_industry_prior,5,100,51829,0.086172839506,0.101851851852,True,,,,,
A4_remove_hierarchical_pooling,5,100,51829,0.086172839506,0.28,True,,,,,
A2_remove_industry_prior,5,101,51830,0.03,0.07962962963,True,,,,,
A4_remove_hierarchical_pooling,5,101,51830,0.03,0.28,True,,,,,
A2_remove_industry_prior,5,102,51831,0.253703703704,0.368518518519,True,,,,,
A4_remove_hierarchical_pooling,5,102,51831,0.253703703704,0.65,True,,,,,
A2_remove_industry_prior,5,103,51832,0.111975308642,0.235185185185,True,,,,,
A4_remove_hierarchical_pooling,5,103,51832,0.111975308642,0.25,True,,,,,
A2_remove_industry_prior,5,104,51833,0.16975308642,0.346296296296,True,,,,,
A4_remove_hierarchical_pooling,5,104,51833,0.16975308642,0.45,True,,,,,
A2_remove_industry_prior,5,105,51834,0.062345679012,0.168518518519,True,,,,,
A4_remove_hierarchical_pooling,5,105,51834,0.062345679012,0.18,True,,,,,
A2_remove_industry_prior,5,106,51835,0.242592592593,0.27962962963,True,,,,,
A4_remove_hierarchical_pooling,5,106,51835,0.242592592593,0.45,True,,,,,
A2_remove_industry_prior,5,107,51836,0.031851851852,0.190740740741,True,,,,,
A4_remove_hierarchical_pooling,5,107,51836,0.031851851852,0.18,True,,,,,
A2_remove_industry_prior,5,108,51837,0.07987654321,0.105185185185,True,,,,,
A4_remove_hierarchical_pooling,5,108,51837,0.07987654321,0.27,True,,,,,
A2_remove_industry_prior,5,109,51838,0.163580246914,0.22037037037,True,,,,,
A4_remove_hierarchical_pooling,5,109,51838,0.163580246914,0.28,True,,,,,
A2_remove_industry_prior,5,110,51839,0.035802469136,0.134814814815,True,,,,,
