ablation,sample_size,replicate,seed,full_tv_error,ablated_tv_error,full_better,invalid_category,full_invalid_mass,ablated_invalid_mass,full_invalid_top1,ablated_invalid_top1
A4_remove_hierarchical_pooling,1,169,11898,0.187205387205,0.82,True,,,,,
A2_remove_industry_prior,1,170,11899,0.197306397306,0.25202020202,True,,,,,
A4_remove_hierarchical_pooling,1,170,11899,0.197306397306,0.83,True,,,,,
A2_remove_industry_prior,1,171,11900,0.01569023569,0.214949494949,True,,,,,
A4_remove_hierarchical_pooling,1,171,11900,0.01569023569,0.45,True,,,,,
A2_remove_industry_prior,1,172,11901,0.073434343434,0.181313131313,True,,,,,
A4_remove_hierarchical_pooling,1,172,11901,0.073434343434,0.45,True,,,,,
A2_remove_industry_prior,1,173,11902,0.123771043771,0.265454545455,True,,,,,
A4_remove_hierarchical_pooling,1,173,11902,0.123771043771,0.45,True,,,,,
A2_remove_industry_prior,1,174,11903,0.039764309764,0.21898989899,True,,,,,
A4_remove_hierarchical_pooling,1,174,11903,0.039764309764,0.45,True,,,,,
A2_remove_industry_prior,1,175,11904,0.10303030303,0.140909090909,True,,,,,
A4_remove_hierarchical_pooling,1,175,11904,0.10303030303,0.45,True,,,,,
A2_remove_industry_prior,1,176,11905,0.138383838384,0.184646464646,True,,,,,
A4_remove_hierarchical_pooling,1,176,11905,0.138383838384,0.45,True,,,,,
A2_remove_industry_prior,1,177,11906,0.096296296296,0.191414141414,True,,,,,
A4_remove_hierarchical_pooling,1,177,11906,0.096296296296,0.45,True,,,,,
A2_remove_industry_prior,1,178,11907,0.09037037037,0.140909090909,True,,,,,
A4_remove_hierarchical_pooling,1,178,11907,0.09037037037,0.45,True,,,,,
A2_remove_industry_prior,1,179,11908,0.032154882155,0.194747474747,True,,,,,
A4_remove_hierarchical_pooling,1,179,11908,0.032154882155,0.45,True,,,,,
A2_remove_industry_prior,1,180,11909,0.053063973064,0.205555555556,True,,,,,
A4_remove_hierarchical_pooling,1,180,11909,0.053063973064,0.45,True,,,,,
A2_remove_industry_prior,1,181,11910,0.125723905724,0.336161616162,True,,,,,
A4_remove_hierarchical_pooling,1,181,11910,0.125723905724,0.45,True,,,,,
A2_remove_industry_prior,1,182,11911,0.077609427609,0.184646464646,True,,,,,
A4_remove_hierarchical_pooling,1,182,11911,0.077609427609,0.45,True,,,,,
A2_remove_industry_prior,1,183,11912,0.016296296296,0.262121212121,True,,,,,
A4_remove_hierarchical_pooling,1,183,11912,0.016296296296,0.45,True,,,,,
A2_remove_industry_prior,1,184,11913,0.074242424242,0.221717171717,True,,,,,
A4_remove_hierarchical_pooling,1,184,11913,0.074242424242,0.45,True,,,,,
A2_remove_industry_prior,1,185,11914,0.113939393939,0.161111111111,True,,,,,
A4_remove_hierarchical_pooling,1,185,11914,0.113939393939,0.45,True,,,,,
A2_remove_industry_prior,1,186,11915,0.21228956229,0.225050505051,True,,,,,
A4_remove_hierarchical_pooling,1,186,11915,0.21228956229,0.82,True,,,,,
A2_remove_industry_prior,1,187,11916,0.114814814815,0.302525252525,True,,,,,
A4_remove_hierarchical_pooling,1,187,11916,0.114814814815,0.45,True,,,,,
A2_remove_industry_prior,1,188,11917,0.15,0.282323232323,True,,,,,
A4_remove_hierarchical_pooling,1,188,11917,0.15,0.83,True,,,,,
A2_remove_industry_prior,1,189,11918,0.080168350168,0.181313131313,True,,,,,
A4_remove_hierarchical_pooling,1,189,11918,0.080168350168,0.45,True,,,,,
A2_remove_industry_prior,1,190,11919,0.049966329966,0.154343434343,True,,,,,
A4_remove_hierarchical_pooling,1,190,11919,0.049966329966,0.45,True,,,,,
A2_remove_industry_prior,1,191,11920,0.180471380471,0.241919191919,True,,,,,
A4_remove_hierarchical_pooling,1,191,11920,0.180471380471,0.9,True,,,,,
A2_remove_industry_prior,1,192,11921,0.145824915825,0.342929292929,True,,,,,
A4_remove_hierarchical_pooling,1,192,11921,0.145824915825,0.83,True,,,,,
A2_remove_industry_prior,1,193,11922,0.173737373737,0.292424242424,True,,,,,
A4_remove_hierarchical_pooling,1,193,11922,0.173737373737,0.9,True,,,,,
A2_remove_industry_prior,1,194,11923,0.156902356902,0.191414141414,True,,,,,
A4_remove_hierarchical_pooling,1,194,11923,0.156902356902,0.45,True,,,,,
A2_remove_industry_prior,1,195,11924,0.099494949495,0.25202020202,True,,,,,
A4_remove_hierarchical_pooling,1,195,11924,0.099494949495,0.45,True,,,,,
A2_remove_industry_prior,1,196,11925,0.097003367003,0.231818181818,True,,,,,
A4_remove_hierarchical_pooling,1,196,11925,0.097003367003,0.45,True,,,,,
A2_remove_industry_prior,1,197,11926,0.102861952862,0.154343434343,True,,,,,
A4_remove_hierarchical_pooling,1,197,11926,0.102861952862,0.45,True,,,,,
A2_remove_industry_prior,1,198,11927,0.037912457912,0.235151515152,True,,,,,
A4_remove_hierarchical_pooling,1,198,11927,0.037912457912,0.45,True,,,,,
A2_remove_industry_prior,1,199,11928,0.172053872054,0.282323232323,True,,,,,
A4_remove_hierarchical_pooling,1,199,11928,0.172053872054,0.9,True,,,,,
A2_remove_industry_prior,3,0,31729,0.05433048433,0.181538461538,True,,,,,
A4_remove_hierarchical_pooling,3,0,31729,0.05433048433,0.27,True,,,,,
A2_remove_industry_prior,3,1,31730,0.141452991453,0.229487179487,True,,,,,
A4_remove_hierarchical_pooling,3,1,31730,0.141452991453,0.316666666667,True,,,,,
A2_remove_industry_prior,3,2,31731,0.128831908832,0.186752136752,True,,,,,
A4_remove_hierarchical_pooling,3,2,31731,0.128831908832,0.35,True,,,,,
A2_remove_industry_prior,3,3,31732,0.091965811966,0.186752136752,True,,,,,
A4_remove_hierarchical_pooling,3,3,31732,0.091965811966,0.28,True,,,,,
A2_remove_industry_prior,3,4,31733,0.20150997151,0.349145299145,True,,,,,
A4_remove_hierarchical_pooling,3,4,31733,0.20150997151,0.73,True,,,,,
A2_remove_industry_prior,3,5,31734,0.096011396011,0.058547008547,False,,,,,
A4_remove_hierarchical_pooling,3,5,31734,0.096011396011,0.45,True,,,,,
A2_remove_industry_prior,3,6,31735,0.11339031339,0.238034188034,True,,,,,
A4_remove_hierarchical_pooling,3,6,31735,0.11339031339,0.396666666667,True,,,,,
A2_remove_industry_prior,3,7,31736,0.210028490028,0.198632478632,False,,,,,
A4_remove_hierarchical_pooling,3,7,31736,0.210028490028,0.27,True,,,,,
A2_remove_industry_prior,3,8,31737,0.154273504274,0.238034188034,True,,,,,
A4_remove_hierarchical_pooling,3,8,31737,0.154273504274,0.316666666667,True,,,,,
A2_remove_industry_prior,3,9,31738,0.117464387464,0.190085470085,True,,,,,
A4_remove_hierarchical_pooling,3,9,31738,0.117464387464,0.35,True,,,,,
A2_remove_industry_prior,3,10,31739,0.108917378917,0.205555555556,True,,,,,
A4_remove_hierarchical_pooling,3,10,31739,0.108917378917,0.28,True,,,,,
A2_remove_industry_prior,3,11,31740,0.169743589744,0.238034188034,True,,,,,
A4_remove_hierarchical_pooling,3,11,31740,0.169743589744,0.496666666667,True,,,,,
A2_remove_industry_prior,3,12,31741,0.164672364672,0.238034188034,True,,,,,
A4_remove_hierarchical_pooling,3,12,31741,0.164672364672,0.316666666667,True,,,,,
A2_remove_industry_prior,3,13,31742,0.077777777778,0.205555555556,True,,,,,
A4_remove_hierarchical_pooling,3,13,31742,0.077777777778,0.27,True,,,,,
A2_remove_industry_prior,3,14,31743,0.06433048433,0.118376068376,True,,,,,
A4_remove_hierarchical_pooling,3,14,31743,0.06433048433,0.28,True,,,,,
A2_remove_industry_prior,3,15,31744,0.047236467236,0.13547008547,True,,,,,
A4_remove_hierarchical_pooling,3,15,31744,0.047236467236,0.28,True,,,,,
A2_remove_industry_prior,3,16,31745,0.19886039886,0.289316239316,True,,,,,
A4_remove_hierarchical_pooling,3,16,31745,0.19886039886,0.566666666667,True,,,,,
A2_remove_industry_prior,3,17,31746,0.258262108262,0.323504273504,True,,,,,
A4_remove_hierarchical_pooling,3,17,31746,0.258262108262,0.65,True,,,,,
A2_remove_industry_prior,3,18,31747,0.141253561254,0.22094017094,True,,,,,
A4_remove_hierarchical_pooling,3,18,31747,0.141253561254,0.496666666667,True,,,,,
A2_remove_industry_prior,3,19,31748,0.135754985755,0.179914529915,True,,,,,
A4_remove_hierarchical_pooling,3,19,31748,0.135754985755,0.28,True,,,,,
A2_remove_industry_prior,3,20,31749,0.056324786325,0.13547008547,True,,,,,
A4_remove_hierarchical_pooling,3,20,31749,0.056324786325,0.28,True,,,,,
A2_remove_industry_prior,3,21,31750,0.104415954416,0.152564102564,True,,,,,
A4_remove_hierarchical_pooling,3,21,31750,0.104415954416,0.28,True,,,,,
A2_remove_industry_prior,3,22,31751,0.151851851852,0.314957264957,True,,,,,
A4_remove_hierarchical_pooling,3,22,31751,0.151851851852,0.316666666667,True,,,,,
A2_remove_industry_prior,3,23,31752,0.134757834758,0.289316239316,True,,,,,
A4_remove_hierarchical_pooling,3,23,31752,0.134757834758,0.316666666667,True,,,,,
A2_remove_industry_prior,3,24,31753,0.205555555556,0.152564102564,False,,,,,
A4_remove_hierarchical_pooling,3,24,31753,0.205555555556,0.316666666667,True,,,,,
A2_remove_industry_prior,3,25,31754,0.073076923077,0.238034188034,True,,,,,
A4_remove_hierarchical_pooling,3,25,31754,0.073076923077,0.316666666667,True,,,,,
A2_remove_industry_prior,3,26,31755,0.090598290598,0.255128205128,True,,,,,
A4_remove_hierarchical_pooling,3,26,31755,0.090598290598,0.396666666667,True,,,,,
A2_remove_industry_prior,3,27,31756,0.153048433048,0.263675213675,True,,,,,
A4_remove_hierarchical_pooling,3,27,31756,0.153048433048,0.386666666667,True,,,,,
A2_remove_industry_prior,3,28,31757,0.075726495726,0.280769230769,True,,,,,
A4_remove_hierarchical_pooling,3,28,31757,0.075726495726,0.316666666667,True,,,,,
A2_remove_industry_prior,3,29,31758,0.082849002849,0.188461538462,True,,,,,
A4_remove_hierarchical_pooling,3,29,31758,0.082849002849,0.28,True,,,,,
A2_remove_industry_prior,3,30,31759,0.063247863248,0.130256410256,True,,,,,
A4_remove_hierarchical_pooling,3,30,31759,0.063247863248,0.45,True,,,,,
A2_remove_industry_prior,3,31,31760,0.196011396011,0.272222222222,True,,,,,
A4_remove_hierarchical_pooling,3,31,31760,0.196011396011,0.496666666667,True,,,,,
A2_remove_industry_prior,3,32,31761,0.148774928775,0.29264957265,True,,,,,
A4_remove_hierarchical_pooling,3,32,31761,0.148774928775,0.386666666667,True,,,,,
A2_remove_industry_prior,3,33,31762,0.034757834758,0.195299145299,True,,,,,
A4_remove_hierarchical_pooling,3,33,31762,0.034757834758,0.45,True,,,,,
A2_remove_industry_prior,3,34,31763,0.15,0.188461538462,True,,,,,
A4_remove_hierarchical_pooling,3,34,31763,0.15,0.316666666667,True,,,,,
A2_remove_industry_prior,3,35,31764,0.140227920228,0.191794871795,True,,,,,
A4_remove_hierarchical_pooling,3,35,31764,0.140227920228,0.27,True,,,,,
A2_remove_industry_prior,3,36,31765,0.047236467236,0.144017094017,True,,,,,
A4_remove_hierarchical_pooling,3,36,31765,0.047236467236,0.28,True,,,,,
A2_remove_industry_prior,3,37,31766,0.128831908832,0.326837606838,True,,,,,
A4_remove_hierarchical_pooling,3,37,31766,0.128831908832,0.386666666667,True,,,,,
A2_remove_industry_prior,3,38,31767,0.052136752137,0.178205128205,True,,,,,
A4_remove_hierarchical_pooling,3,38,31767,0.052136752137,0.27,True,,,,,
A2_remove_industry_prior,3,39,31768,0.107492877493,0.258461538462,True,,,,,
A4_remove_hierarchical_pooling,3,39,31768,0.107492877493,0.35,True,,,,,
A2_remove_industry_prior,3,40,31769,0.182991452991,0.238034188034,True,,,,,
A4_remove_hierarchical_pooling,3,40,31769,0.182991452991,0.396666666667,True,,,,,
A2_remove_industry_prior,3,41,31770,0.178290598291,0.169658119658,False,,,,,
A4_remove_hierarchical_pooling,3,41,31770,0.178290598291,0.28,True,,,,,
A2_remove_industry_prior,3,42,31771,0.068803418803,0.241367521368,True,,,,,
A4_remove_hierarchical_pooling,3,42,31771,0.068803418803,0.35,True,,,,,
A2_remove_industry_prior,3,43,31772,0.180341880342,0.332051282051,True,,,,,
A4_remove_hierarchical_pooling,3,43,31772,0.180341880342,0.55,True,,,,,
A2_remove_industry_prior,3,44,31773,0.081396011396,0.22094017094,True,,,,,
A4_remove_hierarchical_pooling,3,44,31773,0.081396011396,0.27,True,,,,,
A2_remove_industry_prior,3,45,31774,0.124358974359,0.212393162393,True,,,,,
A4_remove_hierarchical_pooling,3,45,31774,0.124358974359,0.316666666667,True,,,,,
A2_remove_industry_prior,3,46,31775,0.050427350427,0.14735042735,True,,,,,
A4_remove_hierarchical_pooling,3,46,31775,0.050427350427,0.45,True,,,,,
A2_remove_industry_prior,3,47,31776,0.091595441595,0.22264957265,True,,,,,
A4_remove_hierarchical_pooling,3,47,31776,0.091595441595,0.316666666667,True,,,,,
A2_remove_industry_prior,3,48,31777,0.231396011396,0.332051282051,True,,,,,
A4_remove_hierarchical_pooling,3,48,31777,0.231396011396,0.72,True,,,,,
A2_remove_industry_prior,3,49,31778,0.100484330484,0.251623931624,True,,,,,
A4_remove_hierarchical_pooling,3,49,31778,0.100484330484,0.27,True,,,,,
A2_remove_industry_prior,3,50,31779,0.013447293447,0.188461538462,True,,,,,
A4_remove_hierarchical_pooling,3,50,31779,0.013447293447,0.28,True,,,,,
A2_remove_industry_prior,3,51,31780,0.121937321937,0.22264957265,True,,,,,
A4_remove_hierarchical_pooling,3,51,31780,0.121937321937,0.28,True,,,,,
A2_remove_industry_prior,3,52,31781,0.217179487179,0.340598290598,True,,,,,
A4_remove_hierarchical_pooling,3,52,31781,0.217179487179,0.73,True,,,,,
A2_remove_industry_prior,3,53,31782,0.15754985755,0.272222222222,True,,,,,
A4_remove_hierarchical_pooling,3,53,31782,0.15754985755,0.55,True,,,,,
A2_remove_industry_prior,3,54,31783,0.019173789174,0.113162393162,True,,,,,
A4_remove_hierarchical_pooling,3,54,31783,0.019173789174,0.45,True,,,,,
A2_remove_industry_prior,3,55,31784,0.091595441595,0.272222222222,True,,,,,
A4_remove_hierarchical_pooling,3,55,31784,0.091595441595,0.396666666667,True,,,,,
A2_remove_industry_prior,3,56,31785,0.121709401709,0.284102564103,True,,,,,
A4_remove_hierarchical_pooling,3,56,31785,0.121709401709,0.386666666667,True,,,,,
A2_remove_industry_prior,3,57,31786,0.139829059829,0.280769230769,True,,,,,
A4_remove_hierarchical_pooling,3,57,31786,0.139829059829,0.496666666667,True,,,,,
A2_remove_industry_prior,3,58,31787,0.158746438746,0.352478632479,True,,,,,
A4_remove_hierarchical_pooling,3,58,31787,0.158746438746,0.566666666667,True,,,,,
A2_remove_industry_prior,3,59,31788,0.059401709402,0.14905982906,True,,,,,
A4_remove_hierarchical_pooling,3,59,31788,0.059401709402,0.27,True,,,,,
A2_remove_industry_prior,3,60,31789,0.234045584046,0.30811965812,True,,,,,
A4_remove_hierarchical_pooling,3,60,31789,0.234045584046,0.65,True,,,,,
A2_remove_industry_prior,3,61,31790,0.110541310541,0.239743589744,True,,,,,
A4_remove_hierarchical_pooling,3,61,31790,0.110541310541,0.316666666667,True,,,,,
A2_remove_industry_prior,3,62,31791,0.137407407407,0.238034188034,True,,,,,
A4_remove_hierarchical_pooling,3,62,31791,0.137407407407,0.396666666667,True,,,,,
A2_remove_industry_prior,3,63,31792,0.102792022792,0.229487179487,True,,,,,
A4_remove_hierarchical_pooling,3,63,31792,0.102792022792,0.28,True,,,,,
A2_remove_industry_prior,3,64,31793,0.051851851852,0.169658119658,True,,,,,
A4_remove_hierarchical_pooling,3,64,31793,0.051851851852,0.27,True,,,,,
A2_remove_industry_prior,3,65,31794,0.173988603989,0.275555555556,True,,,,,
A4_remove_hierarchical_pooling,3,65,31794,0.173988603989,0.486666666667,True,,,,,
A2_remove_industry_prior,3,66,31795,0.107407407407,0.078974358974,False,,,,,
A4_remove_hierarchical_pooling,3,66,31795,0.107407407407,0.45,True,,,,,
A2_remove_industry_prior,3,67,31796,0.168945868946,0.208888888889,True,,,,,
A4_remove_hierarchical_pooling,3,67,31796,0.168945868946,0.27,True,,,,,
A2_remove_industry_prior,3,68,31797,0.220227920228,0.340598290598,True,,,,,
A4_remove_hierarchical_pooling,3,68,31797,0.220227920228,0.55,True,,,,,
A2_remove_industry_prior,3,69,31798,0.07735042735,0.207179487179,True,,,,,
A4_remove_hierarchical_pooling,3,69,31798,0.07735042735,0.35,True,,,,,
A2_remove_industry_prior,3,70,31799,0.08566951567,0.224273504274,True,,,,,
A4_remove_hierarchical_pooling,3,70,31799,0.08566951567,0.27,True,,,,,
A2_remove_industry_prior,3,71,31800,0.158974358974,0.280769230769,True,,,,,
A4_remove_hierarchical_pooling,3,71,31800,0.158974358974,0.316666666667,True,,,,,
A2_remove_industry_prior,3,72,31801,0.051908831909,0.174700854701,True,,,,,
A4_remove_hierarchical_pooling,3,72,31801,0.051908831909,0.27,True,,,,,
A2_remove_industry_prior,3,73,31802,0.171367521368,0.239743589744,True,,,,,
A4_remove_hierarchical_pooling,3,73,31802,0.171367521368,0.316666666667,True,,,,,
A2_remove_industry_prior,3,74,31803,0.071794871795,0.172991452991,True,,,,,
A4_remove_hierarchical_pooling,3,74,31803,0.071794871795,0.45,True,,,,,
A2_remove_industry_prior,3,75,31804,0.078547008547,0.246581196581,True,,,,,
A4_remove_hierarchical_pooling,3,75,31804,0.078547008547,0.316666666667,True,,,,,
A2_remove_industry_prior,3,76,31805,0.133048433048,0.144017094017,True,,,,,
A4_remove_hierarchical_pooling,3,76,31805,0.133048433048,0.45,True,,,,,
A2_remove_industry_prior,3,77,31806,0.07,0.113162393162,True,,,,,
A4_remove_hierarchical_pooling,3,77,31806,0.07,0.45,True,,,,,
A2_remove_industry_prior,3,78,31807,0.080626780627,0.195299145299,True,,,,,
A4_remove_hierarchical_pooling,3,78,31807,0.080626780627,0.28,True,,,,,
A2_remove_industry_prior,3,79,31808,0.071652421652,0.232820512821,True,,,,,
A4_remove_hierarchical_pooling,3,79,31808,0.071652421652,0.27,True,,,,,
A2_remove_industry_prior,3,80,31809,0.065726495726,0.198632478632,True,,,,,
A4_remove_hierarchical_pooling,3,80,31809,0.065726495726,0.27,True,,,,,
A2_remove_industry_prior,3,81,31810,0.073076923077,0.155897435897,True,,,,,
A4_remove_hierarchical_pooling,3,81,31810,0.073076923077,0.35,True,,,,,
A2_remove_industry_prior,3,82,31811,0.228347578348,0.280769230769,True,,,,,
A4_remove_hierarchical_pooling,3,82,31811,0.228347578348,0.83,True,,,,,
A2_remove_industry_prior,3,83,31812,0.252991452991,0.383333333333,True,,,,,
A4_remove_hierarchical_pooling,3,83,31812,0.252991452991,0.73,True,,,,,
A2_remove_industry_prior,3,84,31813,0.10037037037,0.138803418803,True,,,,,
A4_remove_hierarchical_pooling,3,84,31813,0.10037037037,0.35,True,,,,,
A2_remove_industry_prior,3,85,31814,0.041737891738,0.161111111111,True,,,,,
A4_remove_hierarchical_pooling,3,85,31814,0.041737891738,0.27,True,,,,,
A2_remove_industry_prior,3,86,31815,0.13433048433,0.272222222222,True,,,,,
A4_remove_hierarchical_pooling,3,86,31815,0.13433048433,0.496666666667,True,,,,,
A2_remove_industry_prior,3,87,31816,0.10037037037,0.280769230769,True,,,,,
A4_remove_hierarchical_pooling,3,87,31816,0.10037037037,0.396666666667,True,,,,,
A2_remove_industry_prior,3,88,31817,0.054558404558,0.22094017094,True,,,,,
A4_remove_hierarchical_pooling,3,88,31817,0.054558404558,0.28,True,,,,,
A2_remove_industry_prior,3,89,31818,0.074501424501,0.217435897436,True,,,,,
A4_remove_hierarchical_pooling,3,89,31818,0.074501424501,0.27,True,,,,,
A2_remove_industry_prior,3,90,31819,0.144301994302,0.231196581197,True,,,,,
A4_remove_hierarchical_pooling,3,90,31819,0.144301994302,0.316666666667,True,,,,,
A2_remove_industry_prior,3,91,31820,0.049088319088,0.14735042735,True,,,,,
A4_remove_hierarchical_pooling,3,91,31820,0.049088319088,0.27,True,,,,,
A2_remove_industry_prior,3,92,31821,0.093219373219,0.128632478632,True,,,,,
A4_remove_hierarchical_pooling,3,92,31821,0.093219373219,0.27,True,,,,,
A2_remove_industry_prior,3,93,31822,0.067378917379,0.258461538462,True,,,,,
A4_remove_hierarchical_pooling,3,93,31822,0.067378917379,0.35,True,,,,,
A2_remove_industry_prior,3,94,31823,0.120227920228,0.087521367521,False,,,,,
A4_remove_hierarchical_pooling,3,94,31823,0.120227920228,0.45,True,,,,,
A2_remove_industry_prior,3,95,31824,0.083190883191,0.087521367521,True,,,,,
A4_remove_hierarchical_pooling,3,95,31824,0.083190883191,0.45,True,,,,,
A2_remove_industry_prior,3,96,31825,0.074700854701,0.155897435897,True,,,,,
A4_remove_hierarchical_pooling,3,96,31825,0.074700854701,0.27,True,,,,,
A2_remove_industry_prior,3,97,31826,0.086096866097,0.14905982906,True,,,,,
A4_remove_hierarchical_pooling,3,97,31826,0.086096866097,0.27,True,,,,,
A2_remove_industry_prior,3,98,31827,0.093447293447,0.272222222222,True,,,,,
A4_remove_hierarchical_pooling,3,98,31827,0.093447293447,0.396666666667,True,,,,,
A2_remove_industry_prior,3,99,31828,0.138831908832,0.255128205128,True,,,,,
A4_remove_hierarchical_pooling,3,99,31828,0.138831908832,0.396666666667,True,,,,,
A2_remove_industry_prior,3,100,31829,0.148803418803,0.255128205128,True,,,,,
A4_remove_hierarchical_pooling,3,100,31829,0.148803418803,0.396666666667,True,,,,,
A2_remove_industry_prior,3,101,31830,0.063532763533,0.169658119658,True,,,,,
A4_remove_hierarchical_pooling,3,101,31830,0.063532763533,0.35,True,,,,,
A2_remove_industry_prior,3,102,31831,0.077122507123,0.214102564103,True,,,,,
A4_remove_hierarchical_pooling,3,102,31831,0.077122507123,0.27,True,,,,,
A2_remove_industry_prior,3,103,31832,0.140256410256,0.229487179487,True,,,,,
A4_remove_hierarchical_pooling,3,103,31832,0.140256410256,0.396666666667,True,,,,,
A2_remove_industry_prior,3,104,31833,0.154045584046,0.212393162393,True,,,,,
A4_remove_hierarchical_pooling,3,104,31833,0.154045584046,0.27,True,,,,,
A2_remove_industry_prior,3,105,31834,0.117236467236,0.145726495726,True,,,,,
A4_remove_hierarchical_pooling,3,105,31834,0.117236467236,0.27,True,,,,,
A2_remove_industry_prior,3,106,31835,0.203133903134,0.314957264957,True,,,,,
A4_remove_hierarchical_pooling,3,106,31835,0.203133903134,0.55,True,,,,,
A2_remove_industry_prior,3,107,31836,0.188461538462,0.212393162393,True,,,,,
A4_remove_hierarchical_pooling,3,107,31836,0.188461538462,0.316666666667,True,,,,,
A2_remove_industry_prior,3,108,31837,0.119088319088,0.195299145299,True,,,,,
A4_remove_hierarchical_pooling,3,108,31837,0.119088319088,0.496666666667,True,,,,,
A2_remove_industry_prior,3,109,31838,0.19396011396,0.357692307692,True,,,,,
A4_remove_hierarchical_pooling,3,109,31838,0.19396011396,0.83,True,,,,,
A2_remove_industry_prior,3,110,31839,0.157122507123,0.22094017094,True,,,,,
A4_remove_hierarchical_pooling,3,110,31839,0.157122507123,0.28,True,,,,,
A2_remove_industry_prior,3,111,31840,0.211452991453,0.361025641026,True,,,,,
A4_remove_hierarchical_pooling,3,111,31840,0.211452991453,0.72,True,,,,,
A2_remove_industry_prior,3,112,31841,0.114188034188,0.162820512821,True,,,,,
A4_remove_hierarchical_pooling,3,112,31841,0.114188034188,0.28,True,,,,,
A2_remove_industry_prior,3,113,31842,0.067378917379,0.154273504274,True,,,,,
A4_remove_hierarchical_pooling,3,113,31842,0.067378917379,0.45,True,,,,,
A2_remove_industry_prior,3,114,31843,0.107037037037,0.241367521368,True,,,,,
A4_remove_hierarchical_pooling,3,114,31843,0.107037037037,0.27,True,,,,,
A2_remove_industry_prior,3,115,31844,0.017891737892,0.06188034188,True,,,,,
A4_remove_hierarchical_pooling,3,115,31844,0.017891737892,0.45,True,,,,,
A2_remove_industry_prior,3,116,31845,0.060028490028,0.106324786325,True,,,,,
A4_remove_hierarchical_pooling,3,116,31845,0.060028490028,0.45,True,,,,,
A2_remove_industry_prior,3,117,31846,0.158746438746,0.30641025641,True,,,,,
A4_remove_hierarchical_pooling,3,117,31846,0.158746438746,0.386666666667,True,,,,,
A2_remove_industry_prior,3,118,31847,0.215954415954,0.326837606838,True,,,,,
A4_remove_hierarchical_pooling,3,118,31847,0.215954415954,0.72,True,,,,,
A2_remove_industry_prior,3,119,31848,0.239743589744,0.297863247863,True,,,,,
A4_remove_hierarchical_pooling,3,119,31848,0.239743589744,0.65,True,,,,,
A2_remove_industry_prior,3,120,31849,0.195384615385,0.246581196581,True,,,,,
A4_remove_hierarchical_pooling,3,120,31849,0.195384615385,0.496666666667,True,,,,,
A2_remove_industry_prior,3,121,31850,0.095868945869,0.178205128205,True,,,,,
A4_remove_hierarchical_pooling,3,121,31850,0.095868945869,0.316666666667,True,,,,,
A2_remove_industry_prior,3,122,31851,0.110313390313,0.22094017094,True,,,,,
A4_remove_hierarchical_pooling,3,122,31851,0.110313390313,0.386666666667,True,,,,,
A2_remove_industry_prior,3,123,31852,0.209829059829,0.255128205128,True,,,,,
A4_remove_hierarchical_pooling,3,123,31852,0.209829059829,0.316666666667,True,,,,,
A2_remove_industry_prior,3,124,31853,0.084245014245,0.249914529915,True,,,,,
A4_remove_hierarchical_pooling,3,124,31853,0.084245014245,0.27,True,,,,,
A2_remove_industry_prior,3,125,31854,0.151652421652,0.238034188034,True,,,,,
A4_remove_hierarchical_pooling,3,125,31854,0.151652421652,0.496666666667,True,,,,,
A2_remove_industry_prior,3,126,31855,0.223076923077,0.280769230769,True,,,,,
A4_remove_hierarchical_pooling,3,126,31855,0.223076923077,0.316666666667,True,,,,,
A2_remove_industry_prior,3,127,31856,0.153276353276,0.246581196581,True,,,,,
A4_remove_hierarchical_pooling,3,127,31856,0.153276353276,0.316666666667,True,,,,,
A2_remove_industry_prior,3,128,31857,0.040683760684,0.078974358974,True,,,,,
A4_remove_hierarchical_pooling,3,128,31857,0.040683760684,0.45,True,,,,,
A2_remove_industry_prior,3,129,31858,0.073447293447,0.113162393162,True,,,,,
A4_remove_hierarchical_pooling,3,129,31858,0.073447293447,0.45,True,,,,,
A2_remove_industry_prior,3,130,31859,0.124558404558,0.224273504274,True,,,,,
A4_remove_hierarchical_pooling,3,130,31859,0.124558404558,0.386666666667,True,,,,,
A2_remove_industry_prior,3,131,31860,0.130056980057,0.229487179487,True,,,,,
A4_remove_hierarchical_pooling,3,131,31860,0.130056980057,0.316666666667,True,,,,,
A2_remove_industry_prior,3,132,31861,0.213874643875,0.340598290598,True,,,,,
A4_remove_hierarchical_pooling,3,132,31861,0.213874643875,0.65,True,,,,,
A2_remove_industry_prior,3,133,31862,0.083048433048,0.203846153846,True,,,,,
A4_remove_hierarchical_pooling,3,133,31862,0.083048433048,0.316666666667,True,,,,,
A2_remove_industry_prior,3,134,31863,0.111538461538,0.198632478632,True,,,,,
A4_remove_hierarchical_pooling,3,134,31863,0.111538461538,0.35,True,,,,,
A2_remove_industry_prior,3,135,31864,0.167521367521,0.255128205128,True,,,,,
A4_remove_hierarchical_pooling,3,135,31864,0.167521367521,0.55,True,,,,,
A2_remove_industry_prior,3,136,31865,0.03660968661,0.130256410256,True,,,,,
A4_remove_hierarchical_pooling,3,136,31865,0.03660968661,0.45,True,,,,,
A2_remove_industry_prior,3,137,31866,0.114586894587,0.280769230769,True,,,,,
A4_remove_hierarchical_pooling,3,137,31866,0.114586894587,0.396666666667,True,,,,,
A2_remove_industry_prior,3,138,31867,0.19415954416,0.238034188034,True,,,,,
A4_remove_hierarchical_pooling,3,138,31867,0.19415954416,0.316666666667,True,,,,,
A2_remove_industry_prior,3,139,31868,0.063304843305,0.164444444444,True,,,,,
